Algorithm_name,Execution Time (s),Searched Cells,Total Path Cost
EBA*,0.0040001869,697,389
DIJKSTRA,0.0019996166,528,389
DFS_NORMAL,0.0010008812,485,389
DFS_LIM,0.0010001659,585,389
BFS,0.0010015965,532,389
A*,0.0020000935,279,146
BA*,0.0019993782,341,146
EBA*,0.0020003319,305,146
DIJKSTRA,0.0010011196,317,146
DFS_NORMAL,0.0,402,146
DFS_LIM,0.0010006428,458,146
BFS,0.0,395,146
A*,0.0029997826,697,1035
BA*,0.0029995441,727,1035
EBA*,0.003000021,570,1035
DIJKSTRA,0.001999855,734,1035
DFS_NORMAL,0.0020000935,767,1035
DFS_LIM,0.0020000935,774,1035
BFS,0.0020000935,733,1035
A*,0.001999855,558,571
BA*,0.0029988289,671,571
EBA*,0.0029990673,670,571
DIJKSTRA,0.0020000935,571,571
DFS_NORMAL,0.0,217,571
DFS_LIM,0.0010001659,553,571
BFS,0.0010008812,458,571
A*,0.0010001659,133,82
BA*,0.0019996166,146,82
EBA*,0.0019989014,136,82
DIJKSTRA,0.0010011196,136,82
DFS_NORMAL,0.0,142,82
DFS_LIM,0.0,145,82
BFS,0.0,136,82
A*,0.001999855,482,273
BA*,0.0040001869,666,273
EBA*,0.0029997826,581,273
DIJKSTRA,0.0020000935,499,273
DFS_NORMAL,0.0010011196,479,579
DFS_LIM,0.0010011196,725,273
BFS,0.001001358,665,273
A*,0.0019996166,406,196
BA*,0.0030002594,388,196
EBA*,0.0030002594,422,196
DIJKSTRA,0.0010011196,423,196
DFS_NORMAL,0.001001358,468,348
DFS_LIM,0.0009999275,372,196
BFS,0.001001358,426,196
A*,0.0020003319,410,199
BA*,0.0020000935,298,199
EBA*,0.001999855,298,199
DIJKSTRA,0.0010011196,422,199
DFS_NORMAL,0.001001358,777,199
DFS_LIM,0.0010015965,585,199
BFS,0.0009999275,305,199
A*,0.001999855,671,448
BA*,0.0029995441,589,448
EBA*,0.003000021,669,448
DIJKSTRA,0.001999855,675,448
DFS_NORMAL,0.001001358,657,448
DFS_LIM,0.0010015965,647,448
BFS,0.0010008812,675,448
A*,0.0030002594,779,1221
BA*,0.0040001869,797,1221
EBA*,0.003000021,734,1221
DIJKSTRA,0.0019993782,779,1221
DFS_NORMAL,0.001001358,627,1221
DFS_LIM,0.001001358,765,1221
BFS,0.0020000935,779,1221
A*,0.0009999275,84,62
BA*,0.001999855,100,62
EBA*,0.001999855,86,62
DIJKSTRA,0.0010011196,153,62
DFS_NORMAL,0.0009999275,326,62
DFS_LIM,0.0009999275,220,62
BFS,0.0,154,62
A*,0.0019996166,634,852
BA*,0.003000021,646,852
EBA*,0.0029990673,611,852
DIJKSTRA,0.001999855,636,852
DFS_NORMAL,0.0010015965,418,852
DFS_LIM,0.0019986629,549,852
BFS,0.0010011196,566,852
A*,0.0019996166,593,540
BA*,0.0029988289,671,540
EBA*,0.0040001869,617,540
DIJKSTRA,0.001999855,605,540
DFS_NORMAL,0.001001358,404,540
DFS_LIM,0.0019986629,593,540
BFS,0.0010011196,605,540
A*,0.0009994507,302,322
BA*,0.0020000935,339,322
EBA*,0.0020000935,322,322
DIJKSTRA,0.0010008812,308,322
DFS_NORMAL,0.0,232,322
DFS_LIM,0.0009999275,306,322
BFS,0.0010001659,308,322
A*,0.0030002594,700,810
BA*,0.0040001869,782,810
EBA*,0.0029993057,714,810
DIJKSTRA,0.001999855,700,810
DFS_NORMAL,0.001001358,452,810
DFS_LIM,0.001001358,686,810
BFS,0.0010008812,703,810
A*,0.0020000935,354,242
BA*,0.0019991398,421,242
EBA*,0.0029995441,394,242
DIJKSTRA,0.0020005703,360,242
DFS_NORMAL,0.0010008812,242,242
DFS_LIM,0.0010001659,356,242
BFS,0.0010011196,360,242
A*,0.0020000935,448,236
BA*,0.0019991398,443,236
EBA*,0.0029997826,407,236
DIJKSTRA,0.0020003319,450,236
DFS_NORMAL,0.0010008812,172,236
DFS_LIM,0.0010001659,422,236
BFS,0.001001358,450,236
A*,0.0020000935,574,326
BA*,0.0020003319,332,326
EBA*,0.0029993057,510,326
DIJKSTRA,0.0009992123,600,326
DFS_NORMAL,0.0010011196,561,326
